country,continent,year,lifeExp,pop,logGdpPerCap
Denmark,Europe,2002,77.18,5374693,10.378680819163689
Denmark,Europe,2007,78.332,5468120,10.471026688821484
Djibouti,Africa,1952,34.812,63149,7.889657509272804
Djibouti,Africa,1957,37.328,71851,7.96031283537331
Djibouti,Africa,1962,39.693,89898,8.013339627259205
Djibouti,Africa,1967,42.074,127617,8.013028836387974
Djibouti,Africa,1972,44.366,178848,8.214522644759358
Djibouti,Africa,1977,46.519,228694,8.033256472964537
Djibouti,Africa,1982,48.812,305991,7.965360857112705
Djibouti,Africa,1987,50.04,311025,7.965581186384721
Djibouti,Africa,1992,51.604,384156,7.773660174919537
Djibouti,Africa,1997,53.157,417908,7.546983080009345
Djibouti,Africa,2002,53.373,447416,7.55394756540886
Djibouti,Africa,2007,54.791,496374,7.641315522621272
Dominican Republic,Americas,1952,45.928,2491346,7.24259556827282
Dominican Republic,Americas,1957,49.828,2923186,7.34239270365264
Dominican Republic,Americas,1962,53.459,3453434,7.415859618811405
Dominican Republic,Americas,1967,56.751,4049146,7.410784390579362
Dominican Republic,Americas,1972,59.631,4671329,7.6915995147757785
Dominican Republic,Americas,1977,61.788,5302800,7.894313925130598
Dominican Republic,Americas,1982,63.727,5968349,7.958958784035217
Dominican Republic,Americas,1987,66.046,6655297,7.972411592079819
Dominican Republic,Americas,1992,68.457,7351181,8.020998089041683
Dominican Republic,Americas,1997,69.957,7992357,8.19259849649272
Dominican Republic,Americas,2002,70.847,8650322,8.425912675479731
Dominican Republic,Americas,2007,72.235,9319622,8.703734955926622
Ecuador,Americas,1952,48.357,3548753,8.16681572439397
Ecuador,Americas,1957,51.356,4058385,8.237623894824319
Ecuador,Americas,1962,54.64,4681707,8.315349694224249
Ecuador,Americas,1967,56.678,5432424,8.42925212021302
Ecuador,Americas,1972,58.796,6298651,8.57186975100221
Ecuador,Americas,1977,61.31,7278866,8.80681686673666
Ecuador,Americas,1982,64.342,8365850,8.883749926611829
Ecuador,Americas,1987,67.231,9545158,8.776749979067699
Ecuador,Americas,1992,69.613,10748394,8.868371419353098
Ecuador,Americas,1997,72.312,11911819,8.913207901786514
Ecuador,Americas,2002,74.173,12921234,8.660954865407097
Ecuador,Americas,2007,74.994,13755680,8.835394138005636
Egypt,Africa,1952,41.893,22223309,7.257582542481131
Egypt,Africa,1957,44.444,25009741,7.285448474184002
Egypt,Africa,1962,46.992,28173309,7.434455739895437
Egypt,Africa,1967,49.293,31681188,7.503775029939101
Egypt,Africa,1972,51.137,34807417,7.612835055596883
Egypt,Africa,1977,53.319,38783863,7.932180365383544
Egypt,Africa,1982,56.006,45681811,8.1615832904036
Egypt,Africa,1987,59.797,52799062,8.264996842643468
Egypt,Africa,1992,63.674,59402198,8.241375180502672
Egypt,Africa,1997,67.217,66134291,8.33643404470373
Egypt,Africa,2002,69.806,73312559,8.466868777827852
Egypt,Africa,2007,71.338,80264543,8.627155681368093
El Salvador,Americas,1952,45.262,2042865,8.022340288509426
El Salvador,Americas,1957,48.57,2355805,8.13784111628214
El Salvador,Americas,1962,52.307,2747687,8.23663332956841
El Salvador,Americas,1967,55.855,3232927,8.379905126870375
El Salvador,Americas,1972,58.207,3790903,8.416321697893878
El Salvador,Americas,1977,56.696,4282586,8.544598681604745
El Salvador,Americas,1982,56.604,4474873,8.318338311362988
El Salvador,Americas,1987,63.154,4842194,8.328557847833041
El Salvador,Americas,1992,66.798,5274649,8.399362287114169
El Salvador,Americas,1997,69.535,5783439,8.547688544471686
El Salvador,Americas,2002,70.734,6353681,8.585145005510944
El Salvador,Americas,2007,71.878,6939688,8.653183423565686
Equatorial Guinea,Africa,1952,34.482,216964,5.928639551979159
Equatorial Guinea,Africa,1957,35.983,232922,6.0546656307590005
Equatorial Guinea,Africa,1962,37.485,249220,6.367916088543337
Equatorial Guinea,Africa,1967,38.987,259864,6.819575222079366
Equatorial Guinea,Africa,1972,40.516,277603,6.510871630249935
Equatorial Guinea,Africa,1977,42.024,192675,6.865439265220727
Equatorial Guinea,Africa,1982,43.662,285483,6.832843506775383
Equatorial Guinea,Africa,1987,45.664,341244,6.874091783348178
Equatorial Guinea,Africa,1992,47.545,387838,7.031789874189153
Equatorial Guinea,Africa,1997,48.245,439971,7.942533067076475
Equatorial Guinea,Africa,2002,49.348,495627,8.949429517796077
Equatorial Guinea,Africa,2007,51.579,551201,9.405420997068234
Eritrea,Africa,1952,35.928,1438760,5.795877056933626
Eritrea,Africa,1957,38.047,1542611,5.841112145223142
Eritrea,Africa,1962,40.158,1666618,5.942788465093433
Eritrea,Africa,1967,42.189,1820319,6.150165508469744
Eritrea,Africa,1972,44.142,2260187,6.242853821865599
Eritrea,Africa,1977,44.535,2512642,6.2260500048381
Eritrea,Africa,1982,43.89,2637297,6.263161757102596
Eritrea,Africa,1987,46.453,2915959,6.2560074621687525
Eritrea,Africa,1992,49.991,3668440,6.367944464271515
Eritrea,Africa,1997,53.378,4058319,6.817251399390018
Eritrea,Africa,2002,55.24,4414865,6.640333247497604
Eritrea,Africa,2007,58.04,4906585,6.463605770695175
Ethiopia,Africa,1952,34.078,20860941,5.892048217497306
Ethiopia,Africa,1957,36.667,22815614,5.9372833055598635
Ethiopia,Africa,1962,40.059,25145372,6.038959625634964
Ethiopia,Africa,1967,42.115,27860297,6.246336668896708
Ethiopia,Africa,1972,43.515,30770372,6.33902498217052
Ethiopia,Africa,1977,44.51,34617799,6.322221165300542
Ethiopia,Africa,1982,44.916,38111756,6.359332917673699
Ethiopia,Africa,1987,46.684,42999530,6.352178622610927
Ethiopia,Africa,1992,48.091,52088559,6.043472066463646
Ethiopia,Africa,1997,49.402,59861301,6.245892403941878
Ethiopia,Africa,2002,50.725,67946797,6.272978005030555
Ethiopia,Africa,2007,52.947,76511887,6.537858417895999
Finland,Europe,1952,66.55,4090500,8.767877054199166
Finland,Europe,1957,67.49,4324000,8.928695424159669
Finland,Europe,1962,68.75,4491443,9.145465000617612
Finland,Europe,1967,69.83,4605744,9.298501078733246
Finland,Europe,1972,70.87,4639657,9.57212355959389
Finland,Europe,1977,72.52,4738902,9.655373750140422
Finland,Europe,1982,74.55,4826933,9.827316710050795
Finland,Europe,1987,74.83,4931729,9.958970140491724
Finland,Europe,1992,75.7,5041039,9.935333300344379
Finland,Europe,1997,77.13,5134406,10.074240373816302
Finland,Europe,2002,78.37,5193039,10.247240029848188
Finland,Europe,2007,79.313,5238460,10.410518517683292
France,Europe,1952,67.41,42459667,8.85791486167728
France,Europe,1957,68.93,44310863,9.066797303414635
France,Europe,1962,70.51,47124000,9.264874534422983
France,Europe,1967,71.55,49569000,9.472698302577461
France,Europe,1972,72.38,51732000,9.68702114129836
France,Europe,1977,73.83,53165019,9.814253806458106
France,Europe,1982,74.89,54433565,9.91807550210132
France,Europe,1987,76.34,55630100,10.001813278280753
France,Europe,1992,77.46,57374179,10.114712201090327
France,Europe,1997,78.64,58623428,10.161603763325196
France,Europe,2002,79.59,59925035,10.272497241658359
France,Europe,2007,80.657,61083916,10.324498420059683
Gabon,Africa,1952,37.003,420702,8.364852050884766
Gabon,Africa,1957,38.999,434904,8.512421444518866
Gabon,Africa,1962,40.489,455661,8.799580152778805
Gabon,Africa,1967,44.598,489004,9.03106560743326
Gabon,Africa,1972,48.69,537977,9.341539532936492
Gabon,Africa,1977,52.79,706367,9.987165488446005
Gabon,Africa,1982,56.564,753874,9.6233345282015
Gabon,Africa,1987,60.19,880397,9.38129831006267
Gabon,Africa,1992,61.366,985739,9.512084916747098
Gabon,Africa,1997,60.461,1126189,9.597155436148702
Gabon,Africa,2002,56.761,1299304,9.435219529853573
Gabon,Africa,2007,56.735,1454867,9.48846323946509
Gambia,Africa,1952,30,284320,6.184624363655609
Gambia,Africa,1957,32.065,323150,6.255609362184756
Gambia,Africa,1962,33.896,374020,6.396346611946114
Gambia,Africa,1967,35.857,439593,6.5995750983073735
Gambia,Africa,1972,38.308,517101,6.628156232413991
Gambia,Africa,1977,41.842,608274,6.7853110538787735
Gambia,Africa,1982,45.58,715523,6.728400848870891
Gambia,Africa,1987,49.265,848406,6.416174710594722
Gambia,Africa,1992,52.644,1025384,6.500725566418527
Gambia,Africa,1997,55.861,1235767,6.482694682834976
Gambia,Africa,2002,58.041,1457766,6.493126713899836
Gambia,Africa,2007,59.448,1688359,6.623732804027337
Germany,Europe,1952,67.5,69145952,8.874044134886145
Germany,Europe,1957,69.1,71019069,9.228948820838767
Germany,Europe,1962,70.3,73739117,9.465173495382052
Germany,Europe,1967,70.8,76368453,9.598701748969178
Germany,Europe,1972,71,78717088,9.79902553699504
Germany,Europe,1977,72.5,78160773,9.928810270470864
Germany,Europe,1982,73.8,78335266,10.000230012500982
Germany,Europe,1987,74.847,77718298,10.112093367588322
Germany,Europe,1992,76.07,80597764,10.185100111575695
Germany,Europe,1997,77.34,82011073,10.232391369357545
Germany,Europe,2002,78.67,82350671,10.310145348442681
Germany,Europe,2007,79.406,82400996,10.37880125895925
Ghana,Africa,1952,43.149,5581001,6.814870985145645
Ghana,Africa,1957,44.779,6391288,6.950394696508247
Ghana,Africa,1962,46.452,7355248,7.081743138449813
Ghana,Africa,1967,48.072,8490213,7.02615782048292
Ghana,Africa,1972,49.875,9354120,7.071763251105474
Ghana,Africa,1977,51.756,10538093,6.900956174466742
Ghana,Africa,1982,53.744,11400338,6.775403269469005
Ghana,Africa,1987,55.729,14168101,6.7417079124536325
Ghana,Africa,1992,57.501,16278738,6.82985876674933
Ghana,Africa,1997,58.556,18418288,6.912987379640876
Ghana,Africa,2002,58.453,20550751,7.013901606009321
Ghana,Africa,2007,60.022,22873338,7.191134791182141
Greece,Europe,1952,65.86,7733250,8.169248617224632
Greece,Europe,1957,67.86,8096218,8.500311471469766
Greece,Europe,1962,69.51,8448233,8.702375773737394
Greece,Europe,1967,71,8716441,9.04936108203667
Greece,Europe,1972,72.34,8888628,9.451310448008796
Greece,Europe,1977,73.68,9308479,9.56068200235676
Greece,Europe,1982,75.24,9786480,9.633541980291556
Greece,Europe,1987,76.67,9974490,9.687848794059395
Greece,Europe,1992,77.03,10325429,9.772324572435704
Greece,Europe,1997,77.869,10502372,9.838826257995544
Greece,Europe,2002,78.256,10603863,10.021903934253213
Greece,Europe,2007,79.483,10706290,10.223337104679452
Guatemala,Americas,1952,42.023,3146381,7.79492107530898
Guatemala,Americas,1957,44.142,3640876,7.869843498385153
Guatemala,Americas,1962,46.954,4208858,7.9194887076980285
Guatemala,Americas,1967,50.016,4690773,8.08410952200414
Guatemala,Americas,1972,53.738,5149581,8.301871040796645
Guatemala,Americas,1977,56.029,5703430,8.492899012780514
Guatemala,Americas,1982,58.137,6395630,8.480631855303104
Guatemala,Americas,1987,60.782,7326406,8.353847090259235
Guatemala,Americas,1992,63.373,8486949,8.398285963092004
Guatemala,Americas,1997,66.322,9803875,8.451974717990161
Guatemala,Americas,2002,68.978,11178650,8.488453637469147
Guatemala,Americas,2007,70.259,12572928,8.553727607972682
Guinea,Africa,1952,33.609,2664249,6.234795930537076
Guinea,Africa,1957,34.558,2876726,6.356571137475322
Guinea,Africa,1962,35.753,3140003,6.531422193562933
Guinea,Africa,1967,37.197,3451418,6.563516316538657
Guinea,Africa,1972,38.842,3811387,6.608899318111834
Guinea,Africa,1977,40.762,4227026,6.773864809668725
Guinea,Africa,1982,42.891,4710497,6.753730008607452
Guinea,Africa,1987,45.552,5650262,6.691553169767877
Guinea,Africa,1992,48.576,6990574,6.677522204280044
Guinea,Africa,1997,51.455,8048834,6.767860559612504
Guinea,Africa,2002,53.676,8807818,6.851802285777785
Guinea,Africa,2007,56.007,9947814,6.848699525142248
Guinea-Bissau,Africa,1952,32.5,580653,5.703283413479219
Guinea-Bissau,Africa,1957,33.489,601095,6.067940416400617
Guinea-Bissau,Africa,1962,34.488,627820,6.257733433415924
Guinea-Bissau,Africa,1967,35.492,601287,6.5730942973278506
Guinea-Bissau,Africa,1972,36.486,625361,6.709578190075088
Guinea-Bissau,Africa,1977,37.465,745228,6.639517551088849
Guinea-Bissau,Africa,1982,39.327,825987,6.731166021641448
Guinea-Bissau,Africa,1987,41.245,927524,6.601794350960146
Guinea-Bissau,Africa,1992,43.266,1050938,6.614108614464839
Guinea-Bissau,Africa,1997,44.873,1193708,6.680433596546526
Guinea-Bissau,Africa,2002,45.504,1332459,6.355594886193959
Guinea-Bissau,Africa,2007,46.388,1472041,6.3617026444730875
Haiti,Americas,1952,37.579,3201488,7.5177202540904
Haiti,Americas,1957,40.696,3507701,7.454076155367556
Haiti,Americas,1962,43.59,3880130,7.493645163911727
Haiti,Americas,1967,46.243,4318137,7.28073690947216
Haiti,Americas,1972,48.042,4698301,7.411228104659828
Haiti,Americas,1977,49.923,4908554,7.535989965018514
Haiti,Americas,1982,51.461,5198399,7.606466724765777
Haiti,Americas,1987,53.636,5756203,7.5082475486390745
Haiti,Americas,1992,55.089,6326682,7.2836607865217715
Haiti,Americas,1997,56.671,6913545,7.2017128176913205
Haiti,Americas,2002,58.137,7607651,7.147059486207595
Haiti,Americas,2007,60.916,8502814,7.091440200971258
Honduras,Americas,1952,41.912,1517453,7.693903704898547
Honduras,Americas,1957,44.665,1770390,7.705482127317536
Honduras,Americas,1962,48.041,2090162,7.736812137116096
Honduras,Americas,1967,50.924,2500689,7.839237772666581
Honduras,Americas,1972,53.884,2965146,7.8359122655507045
Honduras,Americas,1977,57.402,3055235,8.071908107224624
Honduras,Americas,1982,60.909,3669448,8.04615247866526
Honduras,Americas,1987,64.492,4372203,8.014036982028363
Honduras,Americas,1992,66.399,5077347,8.033234920444638
Honduras,Americas,1997,67.659,5867957,8.058471253814995
Honduras,Americas,2002,68.565,6677328,8.039069857610091
Honduras,Americas,2007,70.198,7483763,8.174232587672845
"Hong Kong, China",Asia,1952,60.96,2125900,8.02434539670065
"Hong Kong, China",Asia,1957,64.75,2736300,8.196733475329522
"Hong Kong, China",Asia,1962,67.65,3305200,8.453752365617301
"Hong Kong, China",Asia,1967,70,3722800,8.731975938652381
"Hong Kong, China",Asia,1972,72,4115700,9.025928008368183
"Hong Kong, China",Asia,1977,73.6,4583700,9.32243090269319
"Hong Kong, China",Asia,1982,75.45,5264500,9.586069757213272
"Hong Kong, China",Asia,1987,76.2,5584510,9.905409339220585
"Hong Kong, China",Asia,1992,77.601,5829696,10.116887913146167
"Hong Kong, China",Asia,1997,80,6495918,10.253356514886638
"Hong Kong, China",Asia,2002,81.495,6762476,10.315895674047942
"Hong Kong, China",Asia,2007,82.208,6980412,10.5897354544633
Hungary,Europe,1952,64.03,9504000,8.568584506039647
Hungary,Europe,1957,66.41,9839000,8.706189093630451
Hungary,Europe,1962,67.96,10063000,8.929350506934906
Hungary,Europe,1967,69.5,10223422,9.140630601078245
Hungary,Europe,1972,69.76,10394091,9.227065337734802
Hungary,Europe,1977,69.95,10637171,9.365191152675624
Hungary,Europe,1982,69.39,10705535,9.437156424196026
Hungary,Europe,1987,69.58,10612740,9.471664093728362
Hungary,Europe,1992,69.17,10348684,9.262517987486524
Hungary,Europe,1997,71.04,10244684,9.36843555913829
Hungary,Europe,2002,72.59,10083313,9.605346681023127
Hungary,Europe,2007,73.338,9956108,9.79862382679109
Iceland,Europe,1952,72.49,147962,8.8911935595823
Iceland,Europe,1957,73.47,165110,9.131730124141988
Iceland,Europe,1962,73.68,182053,9.244757166691368
Iceland,Europe,1967,73.73,198676,9.497014112231879
Iceland,Europe,1972,74.46,209275,9.667642655808292
Iceland,Europe,1977,76.11,221823,9.886085128416335
Iceland,Europe,1982,76.99,233997,10.054903388943083
Iceland,Europe,1987,77.23,244676,10.200743880678232
Iceland,Europe,1992,78.77,259012,10.132390168954027
Iceland,Europe,1997,78.95,271192,10.242139542482288
Iceland,Europe,2002,80.5,288030,10.34699325337033
Iceland,Europe,2007,81.757,301931,10.496283571591434
India,Asia,1952,37.373,372000000,6.303654610169521
India,Asia,1957,40.249,409000000,6.380227609345564
India,Asia,1962,43.605,454000000,6.489732377155714
India,Asia,1967,47.193,506000000,6.55218060195628
India,Asia,1972,50.651,567000000,6.584836318172118
India,Asia,1977,54.208,634000000,6.701145934934976
India,Asia,1982,56.596,708000000,6.751947353999071
India,Asia,1987,58.553,788000000,6.883987730877647
India,Asia,1992,60.223,872000000,7.059967059501227
India,Asia,1997,61.765,959000000,7.2853814152655705
India,Asia,2002,62.879,1034172547,7.465523334625443
India,Asia,2007,64.698,1110396331,7.804745103733494
Indonesia,Asia,1952,37.468,82052000,6.6196486558881515
Indonesia,Asia,1957,39.918,90124000,6.755652815942696
Indonesia,Asia,1962,42.518,99028000,6.744400435617459
Indonesia,Asia,1967,45.964,109343000,6.636513025264948
Indonesia,Asia,1972,49.203,121282000,7.0131129109358055
Indonesia,Asia,1977,52.702,136725000,7.231794875339298
Indonesia,Asia,1982,56.159,153343000,7.324406250068779
Indonesia,Asia,1987,60.137,169276000,7.466431746465631
Indonesia,Asia,1992,62.681,184816000,7.776174601662223
Indonesia,Asia,1997,66.041,199278000,8.045375310370526
Indonesia,Asia,2002,68.588,211060000,7.96342974954754
Indonesia,Asia,2007,70.65,223547000,8.172066046818411
Iran,Asia,1952,44.869,17272000,8.01807411189315
Iran,Asia,1957,47.181,19792000,8.098721151635525
Iran,Asia,1962,49.325,22874000,8.339818531008813
Iran,Asia,1967,52.469,26538000,8.683847963364693
Iran,Asia,1972,55.234,30614000,9.170956780686979
Iran,Asia,1977,57.702,35480679,9.383334822905258
Iran,Asia,1982,59.62,43072751,8.936999583542034
Iran,Asia,1987,63.04,51889696,8.801301089760795
Iran,Asia,1992,65.742,60397973,8.886775916676685
Iran,Asia,1997,68.042,63327987,9.019614433215251
Iran,Asia,2002,69.451,66907826,9.131379626062532
Iran,Asia,2007,70.964,69453570,9.359252884241174
Iraq,Asia,1952,45.32,5441766,8.325976039314368
Iraq,Asia,1957,48.437,6248643,8.737024633667891
Iraq,Asia,1962,51.457,7240260,9.029026844749668
Iraq,Asia,1967,54.459,8519282,9.097335133186714
Iraq,Asia,1972,56.95,10061506,9.167019173295264
Iraq,Asia,1977,60.413,11882916,9.594802116953339
Iraq,Asia,1982,62.038,14173318,9.583138139560093
Iraq,Asia,1987,65.044,16543189,9.36250960546314
Iraq,Asia,1992,59.461,17861905,8.22834795928978
Iraq,Asia,1997,58.811,20775703,8.031463284349092
Iraq,Asia,2002,57.046,24001816,8.387247889532347
Iraq,Asia,2007,59.545,27499638,8.40538122225756
Ireland,Europe,1952,66.91,2952156,8.558388939058093
Ireland,Europe,1957,68.9,2878220,8.630357197450067
Ireland,Europe,1962,70.29,2830000,8.799600976334768
Ireland,Europe,1967,71.08,2900100,8.943188630999266
Ireland,Europe,1972,71.28,3024400,9.162281094723824
Ireland,Europe,1977,72.03,3271900,9.319282766739018
Ireland,Europe,1982,73.1,3480000,9.44290511694744
Ireland,Europe,1987,74.36,3539900,9.537690162467365
Ireland,Europe,1992,75.467,3557761,9.773311413319613
Ireland,Europe,1997,76.122,3667233,10.107323796766845
Ireland,Europe,2002,77.783,3879155,10.436379398263155
Ireland,Europe,2007,78.885,4109086,10.61339342717752
Israel,Asia,1952,65.39,1620914,8.315449551844253
Israel,Asia,1957,67.84,1944401,8.591424296888741
Israel,Asia,1962,69.39,2310904,8.86864280590882
Israel,Asia,1967,70.75,2693585,9.035241636175714
Israel,Asia,1972,71.63,3095893,9.456179008883149
Israel,Asia,1977,73.06,3495918,9.496016875368166
Israel,Asia,1982,74.45,3858421,9.639979532229228
Israel,Asia,1987,75.6,4203148,9.748147490841262
Israel,Asia,1992,76.93,4936550,9.800985311450198
Israel,Asia,1997,78.269,5531387,9.947342187470431
Israel,Asia,2002,79.696,6029529,9.99449736901839
Israel,Asia,2007,80.745,6426679,10.147346142223887
Italy,Europe,1952,65.94,47666000,8.503379044942077
Italy,Europe,1957,67.81,49182000,8.740121716734015
Italy,Europe,1962,69.24,50843200,9.017190278427117
Italy,Europe,1967,71.06,52667100,9.212577997623582
Italy,Europe,1972,72.19,54365564,9.414853349319293
Italy,Europe,1977,73.48,56059245,9.56493207998499
Italy,Europe,1982,74.98,56535636,9.713384810690288
Italy,Europe,1987,76.42,56729703,9.863042300581146
Italy,Europe,1992,77.44,56840847,9.999417760992046
Italy,Europe,1997,78.82,57479469,10.113546855587918
Italy,Europe,2002,80.24,57926999,10.238819788532053
Italy,Europe,2007,80.546,58147733,10.26010268418614
Jamaica,Americas,1952,58.53,1426095,7.97195929485448
Jamaica,Americas,1957,62.61,1535090,8.467272802793707
Jamaica,Americas,1962,65.61,1665128,8.565241656594964
Jamaica,Americas,1967,67.51,1861096,8.720085618077562
Jamaica,Americas,1972,69,1997616,8.91380445876353
Jamaica,Americas,1977,70.11,2156814,8.802401542691134
Jamaica,Americas,1982,71.21,2298309,8.710792802858457
Jamaica,Americas,1987,71.77,2326606,8.756404954002244
Jamaica,Americas,1992,71.766,2378618,8.909900420774385
Jamaica,Americas,1997,72.262,2531311,8.870933291470687
Jamaica,Americas,2002,72.047,2664659,8.852918700877536
Jamaica,Americas,2007,72.567,2780132,8.898485854096965
Japan,Asia,1952,63.03,86459025,8.076190957672294
Japan,Asia,1957,65.5,91563009,8.37047682695776
Japan,Asia,1962,68.73,95831757,8.791280694176857
Japan,Asia,1967,71.43,100825279,9.195002202057134
Japan,Asia,1972,73.42,107188273,9.600948077463563
Japan,Asia,1977,75.38,113872473,9.717782900122176
Japan,Asia,1982,77.11,118454974,9.872208715948268
Japan,Asia,1987,78.67,122091325,10.015741637899518
Japan,Asia,1992,79.36,124329269,10.19708565733282
Japan,Asia,1997,80.69,125956499,10.268706368084192
Japan,Asia,2002,82,127065841,10.261322539864274
Japan,Asia,2007,82.603,127467972,10.362685133050313
Jordan,Asia,1952,43.158,607914,7.344013254097813
Jordan,Asia,1957,45.669,746559,7.542256193457546
Jordan,Asia,1962,48.126,933559,7.7613230812810965
Jordan,Asia,1967,51.629,1255058,7.916368551015673
Jordan,Asia,1972,56.528,1613551,7.654848977791199
Jordan,Asia,1977,61.134,1937652,7.955899044624217
Jordan,Asia,1982,63.739,2347031,8.333610670100578
Jordan,Asia,1987,65.869,2820042,8.400362682162507
Jordan,Asia,1992,68.015,3867409,8.1407800523741
Jordan,Asia,1997,69.772,4526235,8.201215774000511
Jordan,Asia,2002,71.263,5307470,8.254507345687035
Jordan,Asia,2007,72.535,6053193,8.416148055764452
Kenya,Africa,1952,42.27,6464046,6.749393483674624
Kenya,Africa,1957,44.686,7454779,6.850590375332894
Kenya,Africa,1962,47.949,8678557,6.799018373284752
Kenya,Africa,1967,50.654,10191512,6.9629406236562374
Kenya,Africa,1972,53.559,12044785,7.108538669184907
Kenya,Africa,1977,56.155,14500404,7.144891044297698
Kenya,Africa,1982,58.766,17661452,7.206544778187409
Kenya,Africa,1987,59.339,21198082,7.216663124401262
Kenya,Africa,1992,59.285,25020539,7.201857985726038
Kenya,Africa,1997,54.407,28263827,7.215596548239869
Kenya,Africa,2002,50.992,31386842,7.160469074802525
Kenya,Africa,2007,54.11,35610177,7.288414777482674
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,6.9923516871137705
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,7.3595533475041846
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,7.391226313008342
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,7.670214231041686
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,8.216526246685492
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,8.32027796288563
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,8.320332522420989
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,8.320324491755143
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,8.223107595299695
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,7.432931526611057
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,7.406563877258059
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,7.373415413898915
"Korea, Rep.",Asia,1952,47.453,20947571,6.937888892686943
"Korea, Rep.",Asia,1957,52.681,22611552,7.3049150174596
"Korea, Rep.",Asia,1962,55.292,26420307,7.337161098862706
"Korea, Rep.",Asia,1967,57.716,30131000,7.615410774115982
"Korea, Rep.",Asia,1972,62.612,33505000,8.016607180089805
"Korea, Rep.",Asia,1977,64.766,36436000,8.446174201594228
"Korea, Rep.",Asia,1982,67.123,39326000,8.634610375979493
"Korea, Rep.",Asia,1987,69.81,41622000,9.0517066857249
